,inspection_date,inspector,number_of_violations,violations,zip_code,house_numbers,categories,transactions,distance,review_count,longitude,latitude,name,sector,district,total_score,rating,price,establishment_x,establishment_y,address_x,address_y,trimmed_name_x,trimmed_name_y,clean_address_x,clean_address_y,address_distance,name_distance
1195,2019-11-15 00:00:00,RYAN DAVIS,0,[],78216,14395,['Ramen'],"['delivery', 'pickup']",8810.619115211868,226.0,-98.51575,29.5737,Ito Ramen,9,A,100,4.0,$$,ito ramen,Ito Ramen,14395 blanco rd ,14395 blanco rd,ito ramen,ito ramen,blanco,blanco,0,0
1196,2019-11-15 00:00:00,Daisy Zamora,0,[],78247,13469,"['Gluten-Free', 'Juice Bars & Smoothies', 'Vegan']",['delivery'],11906.490190312838,33.0,-98.4203104,29.563473499999997,Munch On and Beyond,15,B,100,5.0,$$,munch on and beyond,Munch On and Beyond,13469 wetmore rd ,13469 wetmore rd,munch  and beyond,munch  and beyond,wetmore,wetmore,0,0
1197,2019-09-13,Raul Jimenez,17,"['3', '9', '10', '18', '19', '21', '22', '26', '31', '32', '35', '37', '40', '41', '42', '43', '45']",78201,3017,['Meat Shops'],[],2256.4292823151427,4.0,-98.508094,29.474829999999997,Culebra Meat Market 7,8,A,68,3.0,$$,culebra meat market #7,Culebra Meat Market 7,3017 blanco rd ,3017 blanco rd,culebr meat market #7,culebr meat market 7,blanco,blanco,0,1
1198,2019-09-13,MICHELLE MORENO,7,"['1', '10', '15', '22', '34', '42', '45']",78238,5720,['Mexican'],['delivery'],8265.037532480335,22.0,-98.59841800000001,29.481143,Copal Comida Mexicana & Bar,31,D,89,3.5,$$,copal comida mexicana,Copal Comida Mexicana & Bar,5720 bandera rd ,5720 bandera rd,copal comid mexicana,copal comid mexican  bar,bandera,bandera,0,4
1199,2019-09-13,Daisy Zamora,2,"['32', '47']",78233,11910,"['Fast Food', 'Chicken Wings']",[],11872.723309235518,16.0,-98.4083973,29.548212699999997,Church's Chicken,15,B,97,2.0,$,churchs chicken # 564,Church's Chicken,11910 perrin beitel ,11910 perrin beitel rd,churchs chicken # 564,churchs chicken,perrin beitel,perrin beitel,0,6
1200,2019-09-13,Deborah Liu,0,[],78240,9329,"['Desserts', 'Bakeries']","['pickup', 'delivery']",6301.808121216809,195.0,-98.5649261474609,29.530199050903303,Baklovah Bakery,6,A,100,4.5,$,baklava bakery,Baklovah Bakery,9329 wurzbach rd ,9329 wurzbach rd,baklav bakery,baklovah bakery,wurzbach,wurzbach,0,3
1201,2019-11-16 00:00:00,Cicily Martinez,5,"['15', '21', '22', '22', '30']",78212,1714,['Bakeries'],[],3651.2837133088574,2.0,-98.5077396,29.462042200000003,D J Bakery,35,D,93,4.5,$,dj bakery #,D J Bakery,1714 blanco rd ,1714 blanco rd,dj bakery #,d j bakery,blanco,blanco,0,3
1202,2019-11-16 00:00:00,RYAN DAVIS,5,"['18', '31', '31', '34', '46']",78216,14415,"['Wine Bars', 'French', 'Seafood']",['pickup'],8858.86213588896,191.0,-98.515436,29.574103000000004,Mimosa Restaurant & Lounge,9,A,93,3.5,$$,mimosa restuarant and lounge,Mimosa Restaurant & Lounge,14415 blanco rd ,14415 blanco rd,mimos restuarant and lounge,mimos restaurant  lounge,blanco,blanco,0,5
1203,2019-09-13,Deborah Liu,3,"['2', '10', '29']",78240,9386,['Thai'],"['pickup', 'delivery']",8547.743852965203,95.0,-98.59326999999999,29.52948,Baan Thai Restaurant,6,A,92,4.0,$$,baan thai restaurant,Baan Thai Restaurant,9386 huebner rd ,9386 huebner rd,b thai restaurant,b thai restaurant,huebner,huebner,0,0
1204,2019-11-18 00:00:00,Jeffrey Carrizales,11,"['2', '3', '4', '6', '10', '10', '21', '25', '33', '37', '37']",78229,9202,['Barbeque'],['delivery'],6155.577463596825,62.0,-98.56546,29.527440000000002,Bill Miller Bar-B-Q,7,A,94,2.5,$,bill miller bbq #27,Bill Miller Bar-B-Q,9202 wurzbach rd ,9202 wurzbach,bill miller bbq #27,bill miller barbq,wurzbach,wurzbach,0,6
1205,2019-08-29,Jeffrey Carrizales,2,"['2', '3']",78229,1709,['Thai'],"['pickup', 'delivery']",5364.051561605594,92.0,-98.57007940000001,29.4940336,Thai Restaurant,7,A,100,4.0,$,thai restaurant,Thai Restaurant,1709 babcock rd ,1709 babcock rd,thai restaurant,thai restaurant,babcock,babcock,0,0
1206,2019-11-15 00:00:00,RYAN DAVIS,6,"['21', '31', '35', '35', '37', '45']",78216,8523,['Peruvian'],['delivery'],5603.91235764755,110.0,-98.509439,29.54465,Brasa Chicken,9,A,93,4.0,$$,brasa chicken,Brasa Chicken,8523 blanco rd ,8523 blanco rd,bras chicken,bras chicken,blanco,blanco,0,0
1207,2019-11-14 00:00:00,Adan Zamora,1,['31'],78210,3306,['Smokehouse'],[],13148.312536209878,1.0,-98.436141,29.397641999999998,Bob's Smokehouse,24,C,98,5.0,$$,the smokehouse,Bob's Smokehouse,3306 roland av ,3306 roland rd, smokehouse,bobs smokehouse,roland,roland,0,4
1208,2019-09-12,Benito Zuniga,6,"['3', '5', '7', '28', '34', '45']",78216,9800,"['Desserts', 'Mexican']",[],5319.090733594634,63.0,-98.47231129521481,29.5252008621028,The Frutería,13,B,87,3.5,$$,the fruteria,The Frutería,9800 airport bv ,9800 airport blvd, fruteria, frutería,airport,airport,0,1
1209,2019-11-14 00:00:00,Adan Zamora,1,['31'],78210,3306,['Barbeque'],['delivery'],13148.312536209878,67.0,-98.436141,29.397641999999998,The Smokehouse,24,C,98,3.5,$$,the smokehouse,The Smokehouse,3306 roland av ,3306 roland rd, smokehouse, smokehouse,roland,roland,0,0
1210,2019-11-14 00:00:00,Valerie Suarez,10,"['21', '22', '29', '30', '31', '33', '34', '35', '45', '47']",78229,5423,"['Fast Food', 'Burgers', 'Tacos']",['delivery'],7746.252138531271,12.0,-98.593856,29.486058,Jack in the Box,1,A,88,2.0,$,jack in the box #808,Jack in the Box,5423 evers rd ,5423 evers rd,jack   box #808,jack   box,evers,evers,0,5
1211,2019-08-29,Nathan Balfour,2,"['36', '37']",78249,12830,"['Vietnamese', 'Chinese', 'Thai']",['pickup'],11011.909687494914,168.0,-98.59348,29.565666999999998,Pho Win,3,A,98,4.0,$$,pho win,Pho Win,12830 silicon dr ,12830 silicon dr,pho win,pho win,silicon,silicon,0,0
1212,2019-12-14 00:00:00,Valerie Suarez,7,"['21', '30', '31', '31', '33', '40', '45']",78240,8601,"['Mexican', 'Barbeque']",['delivery'],9154.991222194563,75.0,-98.60433990000001,29.51995,Rios Barbacoa,1,A,96,4.5,$$,rios barbacoa #10,Rios Barbacoa,8601 huebner rd ,8601 huebner rd,rios barbaco #10,rios barbacoa,huebner,huebner,0,4
1213,2019-09-13,Valerie Suarez,5,"['21', '30', '35', '35', '40']",78229,2026,"['Pizza', 'Chicken Wings', 'Cocktail Bars']","['pickup', 'delivery']",6364.613143955417,58.0,-98.57965,29.50052,Deco Pizzeria,1,A,98,3.5,$$,deco pizzeria,Deco Pizzeria,2026 babcock rd ,2026 babcock rd,deco pizzeria,deco pizzeria,babcock,babcock,0,0
1214,2019-12-13 00:00:00,Jacob Johanson,3,"['34', '35', '45']",78212,1120,"['Breakfast & Brunch', 'Mexican']",[],1421.8605900482928,22.0,-98.50178000000001,29.4879,Casa De Rosa Cafe,18,B,97,4.5,$,casa de rosa cafe,Casa De Rosa Cafe,1120 basse rd ,1120 basse rd,cas  ros cafe,cas  ros cafe,basse,basse,0,0
1215,2019-08-29,Valerie Suarez,10,"['19', '19', '21', '29', '30', '39', '39', '45', '46', '46']",78229,6418,"['Italian', 'Pizza', 'Chicken Wings']",[],5602.497260096607,16.0,-98.572141,29.491078,Pizza Hut,1,A,92,2.0,$,pizza hut #,Pizza Hut,6418 callaghan rd ,6418 callaghan rd,pizz hut #,pizz hut,callaghan,callaghan,0,2
1216,2019-09-13,Valerie Suarez,5,"['21', '30', '35', '35', '40']",78229,2026,"['Pizza', 'Chicken Wings', 'Cocktail Bars']","['delivery', 'pickup']",6364.613143955417,58.0,-98.57965,29.50052,Deco Pizzeria,1,A,98,3.5,$$,deco pizzeria,Deco Pizzeria,2026 babcock rd ,2026 babcock rd,deco pizzeria,deco pizzeria,babcock,babcock,0,0
1217,2019-11-14 00:00:00,Jacob Johanson,14,"['1', '10', '10', '18', '18', '22', '28', '30', '34', '34', '35', '45', '45', '45']",78209,1264,['Mexican'],[],6952.435736060799,12.0,-98.4428335726261,29.489106156699,Taqueria Los Dos Laredos,18,B,84,3.5,$,taqueria los dos laredos #4,Taqueria Los Dos Laredos,1264 austin hwy ,1264 austin hwy,taqueri  dos laredos #4,taqueri  dos laredos,austin hwy,austin hwy,0,3
1218,2019-09-12,RYAN DAVIS,0,[],78216,14646,"['Burgers', 'Fast Food']",['delivery'],9149.902149583822,26.0,-98.51288549982661,29.576714834766303,Whataburger,9,A,100,3.5,$,whataburger #794,Whataburger,14646 blanco rd ,14646 blanco rd,whataburger #794,whataburger,blanco,blanco,0,5
1219,2019-08-29,Benito Zuniga,2,"['34', '41']",78216,502,['Chicken Wings'],[],8120.70915671021,52.0,-98.487914,29.563737,Wingstop,13,B,98,3.5,$,wingstop #6,Wingstop,502 embassy oaks ,502 embassy oaks,wingstop #6,wingstop,embassy oaks,embassy oaks,0,3
1220,2019-08-30,Daisy Zamora,2,"['18', '22']",78247,3111,"['Fast Food', 'Chicken Wings']",['delivery'],11525.211200219996,18.0,-98.4383579716086,29.5742210557876,Bush's Chicken,15,B,95,1.5,$,bush's chicken,Bush's Chicken,3111 thousand oaks ,3111 thousand oaks dr,bush's chicken,bushs chicken,thousand oaks,thousand oaks,0,1
1221,2019-11-21 00:00:00,Sumner Bumgardner,1,['46'],78205,112,['Chocolatiers & Shops'],"['delivery', 'pickup']",7926.980894695017,27.0,-98.48768106560671,29.4270531962676,Schakolad Chocolate Factory,19,C,99,4.5,$$,schakolad chocolate factory,Schakolad Chocolate Factory,112 broadway ,112 broadway st,schakolad chocolate factory,schakolad chocolate factory,broadway,broadway,0,0
1222,2019-11-18 00:00:00,Jacob Johanson,2,"['5', '36']",78217,10447,['Mexican'],['delivery'],9520.346153641414,56.0,-98.42804,29.53533,Sonia's Restaurante Mexicano,16,B,96,4.0,$,sonias restaurante mexicano,Sonia's Restaurante Mexicano,10447 nacogdoches rd ,10447 nacogdoches rd,sonias restaurante mexicano,sonias restaurante mexicano,nacogdoches,nacogdoches,0,0
1223,2019-12-10 00:00:00,Jacob Johanson,3,"['30', '45', '45']",78209,3123,"['Delis', 'Sandwiches', 'Desserts']","['delivery', 'pickup']",6011.316628326371,193.0,-98.47064,29.456129999999998,W D Deli,18,B,99,4.0,$,wd deli,W D Deli,3123 broadway ,3123 broadway st,wd deli,w d deli,broadway,broadway,0,1
1224,2019-12-10 00:00:00,Jacob Johanson,3,"['30', '45', '45']",78209,3123,"['Delis', 'Sandwiches', 'Desserts']","['pickup', 'delivery']",6011.316628326371,193.0,-98.47064,29.456129999999998,W D Deli,18,B,99,4.0,$,wd deli,W D Deli,3123 broadway ,3123 broadway st,wd deli,w d deli,broadway,broadway,0,1
1225,2019-12-10 00:00:00,Jeffrey Carrizales,2,"['2', '3']",78229,9300,"['Fast Food', 'Tacos']",['delivery'],6184.849287924793,38.0,-98.565313,29.528067999999998,Taco Bell,7,A,100,2.5,$,taco bell 31400,Taco Bell,9300 wurzbach rd ,9300 wurzbach rd,taco bell 31400,taco bell,wurzbach,wurzbach,0,6
1226,2019-11-18 00:00:00,Jacob Johanson,1,['45'],78209,1435,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']",[],7525.298842893388,33.0,-98.4366658329963,29.493140192757,Sonic Drive-In,18,B,99,1.5,$,sonic drive in,Sonic Drive-In,1435 austin hwy ,1435 austin hwy,sonic drive in,sonic drivein,austin hwy,austin hwy,0,1
1227,2019-12-10 00:00:00,Fermin Garza,3,"['3', '18', '19']",78251,7914,"['Filipino', 'Buffets']",[],13125.586753133915,120.0,-98.644912,29.463726,Susie's Lumpia House,5,A,94,4.5,$$,susie's lumpia house,Susie's Lumpia House,7914 culebra rd ,7914 culebra rd,susie's lumpi house,susies lumpi house,culebra,culebra,0,1
1228,2019-12-10 00:00:00,RYAN DAVIS,3,"['9', '10', '45']",78248,16535,"['Pubs', 'Sports Bars', 'Cocktail Bars']",[],10990.754930258898,32.0,-98.52898990000001,29.5925,Stone Street Pub,9,A,93,3.5,$$,stone street pub,Stone Street Pub,16535 huebner rd ,16535 huebner rd,stone street pub,stone street pub,huebner,huebner,0,0
1229,2019-09-03,William Hudson,0,[],78232,16075,"['Mexican', 'Diners', 'Breakfast & Brunch']",['delivery'],12102.312647660268,90.0,-98.4504332,29.5879713,Camila's Mexican Restaurant,12,B,100,4.0,$,camila's mexican resturant,Camila's Mexican Restaurant,16075 henderson pass ,16075 henderson pass,camila's mexic resturant,camilas mexic restaurant,henderson pass,henderson pass,0,2
1230,2019-11-18 00:00:00,Nathan Balfour,0,[],78249,6422,"['Pizza', 'Italian']",['delivery'],11379.875119457605,151.0,-98.6158703079431,29.546188167626802,Sapore's Pizza,3,A,100,4.0,$,sapore's pizza,Sapore's Pizza,6422 babcock rd ,6422 babcock,sapore's pizza,sapores pizza,babcock,babcock,0,1
1231,2019-12-12 00:00:00,Valerie Suarez,7,"['21', '30', '31', '39', '39', '40', '47']",78229,2026,"['Donuts', 'Coffee & Tea']",[],6333.3223159454,13.0,-98.5794860869646,29.5003845948421,Dunkin',1,A,93,2.5,$,dunkin donuts,Dunkin',2026 babcock rd ,2026 babcock rd,dunk donuts,dunkin,babcock,babcock,0,6
1232,2019-09-12,Debra Hernandez,7,"['2', '10', '28', '30', '31', '37', '37']",78201,1505,['Mexican'],[],5661.049259611228,24.0,-98.533912,29.446374,El Torreon Mexican Restaurant,34,D,92,3.0,$,torreon mexican restaurant,El Torreon Mexican Restaurant,1505 culebra rd ,1505 culebra rd,torre mexic restaurant, torre mexic restaurant,culebra,culebra,0,1
1233,2019-09-12,Benito Zuniga,0,[],78216,9800,"['Wine Bars', 'Tapas/Small Plates']",[],5575.4413338811,75.0,-98.4724116325378,29.5287697765215,Vino Volo,13,B,100,4.0,$$,vino volo,Vino Volo,9800 airport bv ,9800 airport blvd,vino volo,vino volo,airport,airport,0,0
1234,2019-09-12,Erica Arreola,1,['42'],78204,1422,"['Vegan', 'Tex-Mex', 'Gluten-Free']",['delivery'],10591.316808054971,270.0,-98.51255,29.39902,Viva Vegeria,23,C,99,4.0,$$,viva vegeria,Viva Vegeria,1422 nogalitos st ,1422 nogalitos,viv vegeria,viv vegeria,nogalitos,nogalitos,0,0
1235,2019-11-18 00:00:00,Jeffrey Carrizales,9,"['2', '3', '5', '5', '10', '10', '10', '21', '30']",78229,9210,"['Mediterranean', 'Middle Eastern', 'Greek']","['pickup', 'delivery']",6142.8811157201735,385.0,-98.5654239,29.5277193,Jerusalem Grill,7,A,94,4.5,$$,jerusalem grill,Jerusalem Grill,9210 wurzbach rd ,9210 wurzbach rd,jerusalem grill,jerusalem grill,wurzbach,wurzbach,0,0
1236,2019-11-18 00:00:00,Bernard Capdeboscq,4,"['21', '34', '35', '36']",78218,1003,['American (New)'],['delivery'],8335.060976439101,101.0,-98.4288549375732,29.485851286736196,Longhorn Cafe,17,B,98,4.0,$,longhorn cafe,Longhorn Cafe,1003 rittiman rd ,1003 rittiman rd,longhorn cafe,longhorn cafe,rittiman,rittiman,0,0
1237,2019-12-12 00:00:00,Jeffrey Carrizales,9,"['14', '14', '21', '30', '31', '35', '35', '35', '35']",78201,4431,['Pizza'],[],915.4532724930181,8.0,-98.508155,29.488264,Little Caesars Pizza,8,A,96,3.0,$,little caesars pizza #6,Little Caesars Pizza,4431 blanco rd ,4431 blanco rd,little caesars pizz #6,little caesars pizza,blanco,blanco,0,3
1238,2019-11-18 00:00:00,Bamba Njie,5,"['29', '32', '34', '43', '45']",78205,110,"['Mexican', 'Tex-Mex']",['delivery'],7966.238568924156,304.0,-98.49270600000001,29.425338,Mexican Manhattan,27,C,93,3.0,$$,mexican manhattan,Mexican Manhattan,110 soledad st ,110 soledad st,mexic manhattan,mexic manhattan,soledad,soledad,0,0
1239,2019-11-18 00:00:00,Bernard Capdeboscq,7,"['10', '10', '21', '26', '42', '42', '47']",78218,4400,"['Korean', 'Chinese']",['delivery'],10426.242165248268,41.0,-98.4074431657791,29.4840431213379,Myung Ga Won,17,B,95,3.5,$$,myung ga won,Myung Ga Won,4400 rittiman rd ,4400 rittiman rd,myung g won,myung g won,rittiman,rittiman,0,0
1240,2019-09-06,Daisy Zamora,0,[],78247,13465,"['Delis', 'Salad', 'Sandwiches']","['delivery', 'pickup']",11902.232811010474,64.0,-98.42125701904301,29.563787460327102,DelliGatti's Sandwich Shop,15,B,100,4.5,$,delligatti's sandwich shop,DelliGatti's Sandwich Shop,13465 wetmore rd ,13465 wetmore rd,delligatti's sandwich shop,delligattis sandwich shop,wetmore,wetmore,0,1
1241,2019-11-21 00:00:00,John Payelle,2,"['19', '35']",78230,5222,['Chicken Wings'],[],10406.57718697102,57.0,-98.58681,29.564020000000003,Wingstop,4,A,96,3.0,$$,wing stop #319,Wingstop,5222 de zavala rd ,5222 de zavala rd,wing stop #319,wingstop,de zavala,de zavala,0,6
1242,2019-12-04 00:00:00,RYAN DAVIS,0,[],78230,11703,"['Bakeries', 'Cafes', 'Breakfast & Brunch']",['delivery'],8541.388901363809,151.0,-98.57433,29.55167,Kolache Stop,9,A,100,4.5,$,kolache stop,Kolache Stop,11703 huebner rd ,11703 huebner rd,kolache stop,kolache stop,huebner,huebner,0,0
1243,2019-09-05,Valerie Suarez,6,"['21', '29', '30', '32', '32', '45']",78240,5440,['Pizza'],['delivery'],8158.735332638003,117.0,-98.59497966018829,29.516026470735603,Marco's Pizza,1,A,93,3.0,$,marco's pizza,Marco's Pizza,5440 babcock rd ,5440 babcock rd,marco's pizza,marcos pizza,babcock,babcock,0,1
1244,2019-09-05,Deborah Liu,2,"['39', '45']",78240,4902,"['Bakeries', 'Gluten-Free', 'Vegan']","['delivery', 'pickup']",8057.029853413826,64.0,-98.58615710185249,29.5311968350261,Powerhouse Bakery,6,A,98,4.5,$$,powerhouse bakery,Powerhouse Bakery,4902 golden quail ,4902 golden quail,powerhouse bakery,powerhouse bakery,golden quail,golden quail,0,0
1245,2019-09-09,Daisy Zamora,4,"['31', '32', '43', '45']",78233,10930,"['Seafood', 'Mexican']",['delivery'],11215.847223078265,39.0,-98.41077313151341,29.5396213239495,Las Islas Marias,15,B,94,3.5,$$,las islas marias,Las Islas Marias,10930 perrin beitel ,10930 perrin beitel, is marias, is marias,perrin beitel,perrin beitel,0,0
1246,2019-09-05,Deborah Liu,2,"['39', '45']",78240,4902,"['Bakeries', 'Gluten-Free', 'Vegan']","['pickup', 'delivery']",8057.029853413826,64.0,-98.58615710185249,29.5311968350261,Powerhouse Bakery,6,A,98,4.5,$$,powerhouse bakery,Powerhouse Bakery,4902 golden quail ,4902 golden quail,powerhouse bakery,powerhouse bakery,golden quail,golden quail,0,0
1247,2019-09-09,Erica Arreola,6,"['10', '13', '20', '29', '32', '42']",78204,100,"['American (Traditional)', 'Seafood', 'Sandwiches']",['delivery'],9801.3796453895,297.0,-98.4960195883273,29.407758236536104,La Tuna Grill,23,C,86,4.5,$$,la tuna (rest),La Tuna Grill,100 probandt st ,100 probandt st,l tun (rest),l tun grill,probandt,probandt,0,5
1248,2019-09-09,Daisy Zamora,2,"['18', '32']",78233,12606,['Greek'],['delivery'],12835.413740256674,90.0,-98.4013413,29.5548854,Kosta's Greek Food,15,B,95,4.0,$,kosta's greek food,Kosta's Greek Food,12606 nacogdoches rd ,12606 nacogdoches rd,kosta's greek food,kostas greek food,nacogdoches,nacogdoches,0,1
1249,2019-09-05,MICHELLE MORENO,3,"['6', '18', '27']",78228,4416,"['Mexican', 'Breakfast & Brunch', 'Coffee & Tea']",['delivery'],8968.398787586797,31.0,-98.60203,29.46826517,Taurino's Mexican Restaurant,31,D,100,3.5,$,taurinos mexican restaurant inc,Taurino's Mexican Restaurant,4416 callaghan rd ,4416 callaghan rd,taurinos mexic restaurant inc,taurinos mexic restaurant,callaghan,callaghan,0,4
1250,2019-09-09,Raul Jimenez,2,"['2', '29']",78213,1914,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']",[],2433.362198361767,17.0,-98.52529,29.514165000000002,Dairy Queen,8,A,95,3.5,$,dairy queen,Dairy Queen,1914 jackson keller ,1914 jackson keller,dairy queen,dairy queen,jackson keller,jackson keller,0,0
1251,2019-09-09,Cicily Martinez,0,[],78212,1900,"['Burgers', 'Fast Food']",[],3423.722832241985,758.0,-98.50764000000001,29.464240000000004,Chris Madrids,35,D,100,4.0,$$,chris madrid,Chris Madrids,1900 blanco rd ,1900 blanco rd,chris madrid,chris madrids,blanco,blanco,0,1
1252,2019-12-05 00:00:00,RYAN DAVIS,0,[],78248,16505,"['Mexican', 'Seafood']",['delivery'],10807.55516241021,481.0,-98.51194703075691,29.5916095809335,El Bucanero,9,A,100,4.0,$$,el bucanero,El Bucanero,16505 blanco rd ,16505 blanco rd, bucanero, bucanero,blanco,blanco,0,0
1253,2019-12-05 00:00:00,Cicily Martinez,6,"['10', '22', '22', '28', '34', '42']",78201,114,['Mexican'],['delivery'],5840.653742745197,14.0,-98.5043,29.442590000000003,Estela's Cafe,35,D,91,4.0,$,estela's cafe #,Estela's Cafe,114 fredericksburg rd ,114 fredericksburg rd,estela's cafe #,estelas cafe,fredericksburg,fredericksburg,0,3
1254,2019-11-26 00:00:00,Cicily Martinez,4,"['2', '9', '35', '37']",78212,628,"['Cocktail Bars', 'Tex-Mex', 'Mexican']",['delivery'],6285.820450441356,386.0,-98.4993057250977,29.4394378662109,Sanchos,35,D,92,4.0,$,sanchos,Sanchos,628 jackson st ,628 jackson st,sanchos,sanchos,jackson,jackson,0,0
1255,2019-12-06 00:00:00,Cicily Martinez,5,"['1', '9', '35', '37', '42']",78212,1720,"['Mexican', 'Tex-Mex', 'Breakfast & Brunch']",['delivery'],3637.154463881335,175.0,-98.50764000000001,29.46213,Blanco Cafe,35,D,91,4.0,$,blanco cafe #1,Blanco Cafe,1720 blanco rd ,1720 blanco rd,blanco cafe #1,blanco cafe,blanco,blanco,0,3
1256,2019-11-26 00:00:00,Jeffrey Carrizales,3,"['2', '3', '30']",78229,1721,"['Ethiopian', 'Vegetarian', 'Eritrean']",['delivery'],5401.118909517373,134.0,-98.57021000236271,29.494470049925198,Rehoboth Eritrean-Ethiopian Cuisine,7,A,100,4.5,$$,rehoboth eritrean-ethiopian cuisine,Rehoboth Eritrean-Ethiopian Cuisine,1721 babcock rd ,1721 babcock rd,rehoboth eritrean-ethiopi cuisine,rehoboth eritreanethiopi cuisine,babcock,babcock,0,1
1257,2019-12-06 00:00:00,Bernard Capdeboscq,4,"['10', '35', '37', '42']",78218,4502,['Barbeque'],['delivery'],10605.583693250082,30.0,-98.40559,29.483731,Bill Miller Bar-B-Q,17,B,94,2.5,$,bill miller bbq #6,Bill Miller Bar-B-Q,4502 rittiman rd ,4502 rittiman rd,bill miller bbq #6,bill miller barbq,rittiman,rittiman,0,5
1258,2019-12-05 00:00:00,RYAN DAVIS,0,[],78216,12639,"['Grocery', 'Department Stores']",[],6844.306811254925,31.0,-98.51868499999999,29.5558779,Walmart,9,A,100,2.5,$$,walmart #4162,Walmart,12639 blanco rd ,12639 blanco rd,walmart #4162,walmart,blanco,blanco,0,6
1259,2019-12-05 00:00:00,Erica Arreola,2,"['32', '42']",78204,1503,"['Mexican', 'Breakfast & Brunch']",[],10590.398722870854,15.0,-98.5129737164617,29.399204605668697,Tony's Tacos To Go,23,C,97,3.5,$,tony's tacos to go,Tony's Tacos To Go,1503 nogalitos st ,1503 nogalitos,tony's tacos to go,tonys tacos to go,nogalitos,nogalitos,0,1
1260,2019-09-09,Deborah Liu,4,"['2', '9', '22', '39']",78240,8846,"['Persian/Iranian', 'Mediterranean']","['pickup', 'delivery']",8811.423856242152,43.0,-98.59886317,29.52397483,Saffron Persian Cuisine,6,A,91,4.0,$$,saffron persian cuisine,Saffron Persian Cuisine,8846 huebner rd ,8846 huebner rd,saffr persi cuisine,saffr persi cuisine,huebner,huebner,0,0
1261,2019-12-05 00:00:00,MICHELLE MORENO,1,['30'],78228,3630,"['Grocery', 'Party Supplies', 'Party Equipment Rentals']",[],7613.6847319051685,7.0,-98.57354736328121,29.4493846893311,Mireles Party Kegs,31,D,100,2.5,$,mireles party kegs,Mireles Party Kegs,3630 culebra rd ,3630 culebra rd,mireles party kegs,mireles party kegs,culebra,culebra,0,0
1262,2019-09-09,Sean Gilbert,6,"['19', '30', '35', '39', '45', '47']",78217,2615,"['Italian', 'Pizza', 'Chicken Wings']",[],6903.367931601822,9.0,-98.449155,29.5195320705966,Pizza Hut,16,B,98,2.5,$,pizza hut #,Pizza Hut,2615 nacogdoches rd ,2615 nacogdoches rd,pizz hut #,pizz hut,nacogdoches,nacogdoches,0,2
1263,2019-12-05 00:00:00,RYAN DAVIS,0,[],78216,12639,"['Grocery', 'Department Stores']",[],6844.306811254925,31.0,-98.51868499999999,29.5558779,Walmart,9,A,100,2.5,$$,subway,Walmart,12639 blanco rd ,12639 blanco rd,subway,walmart,blanco,blanco,0,6
1264,2019-12-02 00:00:00,Nathan Balfour,0,[],78249,1,['Fast Food'],[],14148.542093142456,6.0,-98.61763694,29.584570000000003,Chick-fil-A,3,A,100,2.5,$,chick-fil-a,Chick-fil-A,1 utsa cir ,1 utsa cir,chick-fil-a,chickfila,utsa cir,utsa cir,0,2
1265,2019-11-21 00:00:00,Jeffrey Carrizales,1,['2'],78229,7863,"['Salad', 'Burgers', 'Sandwiches']","['pickup', 'delivery']",4275.519416334446,86.0,-98.55497990173441,29.509648293546,Wing Zone,7,A,100,3.0,$,wing zone,Wing Zone,7863 callaghan rd ,7863 callaghan rd,wing zone,wing zone,callaghan,callaghan,0,0
1266,2019-12-02 00:00:00,Nathan Balfour,1,['39'],78249,1,"['Bagels', 'Breakfast & Brunch', 'Sandwiches']",[],14168.002765288942,7.0,-98.61726800000001,29.585134999999998,Einstein Bros Bagels,3,A,99,4.5,$,einstein bros bagels,Einstein Bros Bagels,1 utsa cir ,1 utsa cir,einste bros bagels,einste bros bagels,utsa cir,utsa cir,0,0
1267,2019-12-03 00:00:00,William Hudson,1,['42'],78247,14814,"['Mexican', 'Seafood', 'Cocktail Bars']",['delivery'],11385.021860879617,105.0,-98.44345,29.57606,Hacienda Camila,12,B,99,3.0,$$,hacienda camila,Hacienda Camila,14814 jones maltsberger ,14814 jones maltsberger rd,haciend camila,haciend camila,jones maltsberger,jones maltsberger,0,0
1268,2019-09-06,Raul Jimenez,11,"['9', '14', '27', '28', '31', '34', '35', '39', '44', '45', '47']",78201,4407,"['Chinese', 'Vietnamese', 'Thai']",['delivery'],984.6552656682744,35.0,-98.5080415,29.4875288,Beijing Express,8,A,83,2.5,$,beijing express,Beijing Express,4407 blanco rd ,4407 blanco rd,beijing express,beijing express,blanco,blanco,0,0
1269,2019-09-06,Nathan Balfour,0,[],78249,6565,"['Waffles', 'Ice Cream & Frozen Yogurt']",[],11866.442959416843,381.0,-98.6144684627652,29.5561434406633,Kuma,3,A,100,4.0,$,kuma,Kuma,6565 babcock rd ,6565 babcock rd,kuma,kuma,babcock,babcock,0,0
1270,2019-12-03 00:00:00,Debra Hernandez,1,['2'],78228,926,"['Fast Food', 'Burgers', 'Coffee & Tea']",[],5663.154771244711,6.0,-98.55504311621179,29.4578019148444,McDonald's,34,D,100,1.0,$,mc donalds,McDonald's,926 bandera rd ,926 bandera rd,mc donalds,mcdonalds,bandera,bandera,0,1
