,inspection_date,inspector,number_of_violations,violations,zip_code,house_numbers,categories,transactions,distance,review_count,longitude,latitude,name,sector,district,total_score,rating,price,establishment_x,establishment_y,address_x,address_y,trimmed_name_x,trimmed_name_y,clean_address_x,clean_address_y,address_distance,name_distance
714,2019-07-08,Lauren Schumacher,13,"['9', '35', '36', '37', '37', '38', '39', '39', '39', '42', '45', '45', '47']",78205,424,"['Delis', 'German', 'Breakfast & Brunch']",['delivery'],8261.627065952023,1106.0,-98.48829525101709,29.4237029599327,Schilo's Delicatessen,22,C,90,4.0,$,schilos delicatessen,Schilo's Delicatessen,424 commerce st e ,424 e commerce st,schi delicatessen,schilos delicatessen,commerce,e commerce,2,3
715,2019-11-07 00:00:00,Lauren Schumacher,9,"['2', '7', '10', '14', '15', '28', '39', '39', '39']",78205,212,['Hotels'],[],8098.828779772188,128.0,-98.4905624389648,29.4246463775635,Mokara Hotel and Spa,22,C,82,4.5,$$$,mokara hotel & spa,Mokara Hotel and Spa,212 crockett st w ,212 w crockett st,mokar hot & spa,mokar hot and spa,crockett,w crockett,2,3
716,2019-11-07 00:00:00,Mario Cavazos,10,"['2', '9', '10', '28', '29', '29', '34', '41', '43', '45']",78207,1225,['Mexican'],['delivery'],8872.280521275763,5.0,-98.5287399291992,29.4156303405762,Martinez Cafe,28,D,89,3.5,$,martinez cafe,Martinez Cafe,1225 zarzamora st s ,1225 s zarzamora st,martinez cafe,martinez cafe,zarzamora,s zarzamora,2,0
717,2019-11-07 00:00:00,Benito Zuniga,0,[],78216,226,"['Delis', 'Sandwiches', 'Fast Food']","['pickup', 'delivery']",8410.170295208449,16.0,-98.486456,29.566057,Firehouse Subs,13,B,100,3.0,$,firehouse subs,Firehouse Subs,226 bitters rd w ,226 w bitters rd,firehouse subs,firehouse subs,bitters,w bitters,2,0
718,2019-03-14,Sumner Bumgardner,3,"['21', '29', '30']",78215,700,['Convenience Stores'],[],7702.954854714818,15.0,-98.4821,29.4311,Molina's,19,C,96,4.0,$,molinas,Molina's,700 alamo st n ,700 n alamo,molinas,molinas,alamo,n alamo,2,0
719,2019-11-07,Bamba Njie,2,"['32', '43']",78204,910,['Barbeque'],['delivery'],10982.19776396559,16.0,-98.495604,29.397059999999996,Bill Miller Bar-B-Q,27,C,97,3.0,$,bill miller bbq #53,Bill Miller Bar-B-Q,910 probandt st ,910 e probandt,bill miller bbq #53,bill miller barbq,probandt,e probandt,2,6
720,2019-07-19,Lauren Schumacher,8,"['2', '28', '39', '39', '40', '43', '45', '47']",78205,516,"['Barbeque', 'Burgers', 'Cocktail Bars']","['delivery', 'pickup']",8003.019580841852,378.0,-98.4873232609077,29.4264374061105,Moses Rose's Hideout,22,C,91,3.5,$$,moses rose's hide out,Moses Rose's Hideout,516 houston st e ,516 e houston st,moses rose's hi out,moses roses hideout,houston,e houston,2,3
721,2019-03-08,John Payelle,2,"['19', '39']",78249,15715,['Seafood'],['delivery'],13075.05036858844,296.0,-98.5967249795794,29.5876979858969,Pappadeaux Seafood Kitchen,4,A,96,3.5,$$,pappadeaux seafood kitchen,Pappadeaux Seafood Kitchen,15715 ih 10 w ,15715 i-10 w,pappadeaux seafood kitchen,pappadeaux seafood kitchen,ih 10,i-10,2,0
722,2019-03-08,Deborah Liu,3,"['37', '45', '46']",78249,12780,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",[],10604.484393844476,87.0,-98.59175,29.562009999999997,IHOP,6,A,98,2.0,$,ihop #,IHOP,12780 ih 10 w ,12780 w ih 10,ihop #,ihop,ih 10,w ih 10,2,2
723,2019-07-19,Lauren Schumacher,8,"['2', '28', '39', '39', '40', '43', '45', '47']",78205,516,"['Barbeque', 'Burgers', 'Cocktail Bars']","['pickup', 'delivery']",8003.019580841852,378.0,-98.4873232609077,29.4264374061105,Moses Rose's Hideout,22,C,91,3.5,$$,moses rose's hide out,Moses Rose's Hideout,516 houston st e ,516 e houston st,moses rose's hi out,moses roses hideout,houston,e houston,2,3
724,2019-03-08,Erica Arreola,7,"['2', '9', '18', '20', '32', '34', '42']",78204,2314,['Bakeries'],[],10430.09300385306,1.0,-98.50375366210942,29.401098251342802,La Familia Bakery,23,C,84,5.0,$,la familia bakery,La Familia Bakery,2314 flores st s ,2314 s flores st,l famili bakery,l famili bakery,flores,s flores,2,0
725,2019-03-14,Mario Cavazos,10,"['9', '18', '21', '22', '28', '29', '31', '33', '41', '45']",78207,1225,['Mexican'],['delivery'],8872.280521275763,5.0,-98.5287399291992,29.4156303405762,Martinez Cafe,28,D,82,3.5,$,martinez cafe,Martinez Cafe,1225 zarzamora st s ,1225 s zarzamora st,martinez cafe,martinez cafe,zarzamora,s zarzamora,2,0
726,2019-03-08,Cicily Martinez,6,"['9', '19', '28', '36', '41', '45']",78212,1302,"['Mexican', 'Seafood', 'American (Traditional)']",['delivery'],6369.961488336182,123.0,-98.50257110595699,29.438278198242198,M K Davis Restaurant & Bar,35,D,89,3.5,$,mk davis restaurant & bar ltd,M K Davis Restaurant & Bar,1302 flores st n ,1302 n flores st,mk davis restaurant & bar ltd,m k davis restaurant  bar,flores,n flores,2,6
727,2019-11-01,Kassandra Aguilar,8,"['10', '28', '31', '42', '42', '42', '43', '43']",78210,915,"['Soul Food', 'Music Venues', 'Breakfast & Brunch']","['delivery', 'pickup']",10204.152841151908,235.0,-98.473539,29.40985,Tony G's Soul Food,20,C,91,4.0,$$,tony g's soul food,Tony G's Soul Food,915 hackberry st s ,915 s hackberry,tony g's soul food,tony gs soul food,hackberry,s hackberry,2,1
728,2019-07-17,Bernard Capdeboscq,10,"['21', '34', '34', '36', '40', '42', '42', '42', '45', '45']",78209,838,"['Burgers', 'Salad', 'American (Traditional)']",['delivery'],5557.329979396636,167.0,-98.4638916,29.5162364,Frontier Burger,16,B,95,3.0,$,frontier burger,Frontier Burger,838 loop 410 ne ,838 ne lp 410,frontier burger,frontier burger,ne loop 410,ne lp 410,2,0
729,2019-03-12,Diana Garcia,9,"['2', '9', '21', '28', '29', '31', '35', '39', '45']",78216,8315,['Mexican'],[],3102.541020647587,29.0,-98.49207,29.51448,Fajita Taco Place,11,B,83,4.0,$,fajita taco place,Fajita Taco Place,8315 mc cullough av ,8315 mccullough ave,fajit taco place,fajit taco place,mc cullough,mcculloughe,2,0
730,2019-09-16,Bamba Njie,7,"['9', '19', '29', '31', '34', '35', '43']",78204,1414,"['Pizza', 'American (New)', 'Tapas/Small Plates']","['pickup', 'delivery']",9571.434425232646,665.0,-98.495517,29.409946,Stella Public House,27,C,87,4.0,$$,stella public house,Stella Public House,1414 alamo st s ,1414 s alamo st,stell public house,stell public house,alamo,s alamo,2,0
731,2019-07-22,John Payelle,0,[],78249,15651,"['Chicken Wings', 'American (Traditional)']",[],12965.79823071489,268.0,-98.59672900000001,29.586453000000002,Pluckers Wing Bar,4,A,100,3.5,$$,pluckers wing bar,Pluckers Wing Bar,15651 ih 10 w ,15651 i-10 w,pluckers wing bar,pluckers wing bar,ih 10,i-10,2,0
732,2019-11-08 00:00:00,Benito Zuniga,2,"['28', '37']",78216,13444,['Mexican'],['delivery'],8214.594607602121,61.0,-98.4896036596,29.5650921509,Losoya's Taqueria,13,B,97,4.0,$,losoyas taqueria,Losoya's Taqueria,13444 west av ,13444 w ave,losoyas taqueria,losoyas taqueria,west,we,2,0
733,2019-07-08,Lauren Schumacher,15,"['9', '9', '10', '19', '31', '34', '36', '39', '39', '39', '39', '41', '45', '45', '45']",78205,849,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",[],8361.851382278503,35.0,-98.48580799999999,29.423479999999998,IHOP,22,C,84,3.0,$,hooters,IHOP,849 commerce st e ,849 e commerce st,hooters,ihop,commerce,e commerce,2,6
734,2019-07-08,Lauren Schumacher,15,"['9', '9', '10', '19', '31', '34', '36', '39', '39', '39', '39', '41', '45', '45', '45']",78205,849,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']",['delivery'],8364.524097119129,145.0,-98.48496899999999,29.423715,Hooters,22,C,84,2.5,$$,hooters,Hooters,849 commerce st e ,849 e commerce st,hooters,hooters,commerce,e commerce,2,0
735,2019-03-12,Sumner Bumgardner,2,"['9', '29']",78215,100,['Mexican'],['delivery'],6460.496540383774,1273.0,-98.4811606424893,29.4440595535598,La Gloria,19,C,97,3.5,$$,la gloria,La Gloria,100 grayson st e ,100 e grayson st,l gloria,l gloria,grayson,e grayson,2,0
736,2019-07-08,Lauren Schumacher,15,"['9', '9', '10', '19', '31', '34', '36', '39', '39', '39', '39', '41', '45', '45', '45']",78205,849,"['Tex-Mex', 'Bars', 'American (Traditional)']",['delivery'],8353.333157407156,100.0,-98.484966,29.423823,Chili's,22,C,84,2.0,$$,hooters,Chili's,849 commerce st e ,849 e commerce st,hooters,chilis,commerce,e commerce,2,6
737,2019-11-01,Sumner Bumgardner,0,[],78212,1706,"['Breakfast & Brunch', 'Mexican', 'Cafes']","['pickup', 'delivery']",5889.359796510958,74.0,-98.491571,29.445335999999998,Regio Cafe,19,C,100,4.0,$,regio cafe inc,Regio Cafe,1706 mc cullough av ,1706 mccullough ave,regio cafe inc,regio cafe,mc cullough,mcculloughe,2,4
738,2019-07-22,William Emminger,10,"['2', '27', '31', '35', '36', '39', '39', '39', '45', '45']",78227,7470,"['Pizza', 'Italian']",[],14066.733706722342,8.0,-98.6295251,29.417430100000004,Little Caesar's Pizza,33,D,89,2.0,$,little caesars pizza #44 #,Little Caesar's Pizza,7470 military dr w ,7470 w military dr,little caesars pizz #44 #,little caesars pizza,military,w military,2,6
739,2019-03-12,Sumner Bumgardner,1,['21'],78215,136,['Hotels'],[],6594.976642769156,186.0,-98.480929,29.442782799999996,Hotel Emma,19,C,100,4.5,$$$,hotel emma,Hotel Emma,136 grayson st e ,136 e grayson,hot emma,hot emma,grayson,e grayson,2,0
740,2019-11-04,Lauren Schumacher,6,"['7', '9', '36', '36', '42', '47']",78205,111,"['Italian', 'Bars']",['delivery'],8075.167733360221,820.0,-98.489094,29.425240999999996,Paesanos Riverwalk,22,C,94,3.5,$$,paesanos riverwalk,Paesanos Riverwalk,111 crockett st w ,111 w crockett st,paesanos riverwalk,paesanos riverwalk,crockett,w crockett,2,0
741,2019-09-16,Jacob Johanson,0,[],78212,300,"['Drugstores', 'Grocery']",[],3198.0491202845838,43.0,-98.49638312728442,29.470332644019102,H-E-B,18,B,100,3.0,$$,heb #,H-E-B,300 olmos dr w ,300 w olmos dr,heb #,heb,olmos,w olmos,2,2
742,2019-11-07 00:00:00,Lauren Schumacher,11,"['10', '28', '33', '35', '35', '36', '39', '39', '39', '39', '47']",78205,400,['Pizza'],['delivery'],7986.163583306601,140.0,-98.488484,29.426254999999998,Playland,22,C,90,4.0,$$,playland,Playland,400 houston st e ,400 e houston st,playland,playland,houston,e houston,2,0
743,2019-03-14,Sumner Bumgardner,0,[],78215,723,['Breweries'],[],7615.061385103432,79.0,-98.48217,29.43188,Roadmap Brewing,19,C,100,4.5,$,roadmap brewing,Roadmap Brewing,723 alamo st n ,723 n alamo st,roadmap brewing,roadmap brewing,alamo,n alamo,2,0
744,2019-09-17,Kassandra Aguilar,5,"['2', '30', '35', '45', '47']",78202,2404,"['Sandwiches', 'Chicken Wings']","['pickup', 'delivery']",9559.259243838003,5.0,-98.45653,29.42482,Onlive Hall Of Fame Cafe,20,C,98,4.0,$,onlive hall of fame cafe,Onlive Hall Of Fame Cafe,2404 houston st e ,2404 e houston st,onlive hall  fame cafe,onlive hall  fame cafe,houston,e houston,2,0
745,2019-03-14,Mario Cavazos,11,"['2', '3', '9', '20', '21', '22', '28', '32', '38', '45', '46']",78207,1901,['Mexican'],['delivery'],7461.080923225015,6.0,-98.5157,29.42735,Las Delicias Tacos #2,28,D,83,3.5,$,las delicias tacos #2,Las Delicias Tacos #2,1901 commerce st w ,1901 w commerce st, delicias tacos #2, delicias tacos 2,commerce,w commerce,2,1
746,2019-07-23,Bernard Capdeboscq,8,"['2', '10', '21', '32', '34', '34', '36', '42']",78217,3033,['Mexican'],['delivery'],8095.608869134434,35.0,-98.43966400000001,29.5267615,Caracheo's Mexican Restaurant,16,B,89,4.5,$,caracheos mexican restaurant,Caracheo's Mexican Restaurant,3033 macarthur view ,3033 e macarthur view rd,caracheos mexic restaurant,caracheos mexic restaurant,macarthur view,e macarthur view,2,0
747,2019-07-18,Cicily Martinez,2,"['37', '43']",78212,1302,"['Mexican', 'Seafood', 'American (Traditional)']",['delivery'],6369.961488336182,123.0,-98.50257110595699,29.438278198242198,M K Davis Restaurant & Bar,35,D,98,3.5,$,mk davis restaurant & bar ltd,M K Davis Restaurant & Bar,1302 flores st n ,1302 n flores st,mk davis restaurant & bar ltd,m k davis restaurant  bar,flores,n flores,2,6
748,2019-07-18,Jacob Johanson,4,"['42', '43', '43', '45']",78212,447,"['Burgers', 'Sandwiches']",['delivery'],3329.890623414432,308.0,-98.50106,29.466720000000002,Big Bob's Burgers,18,B,97,4.0,$,big bob's burgers,Big Bob's Burgers,447 hildebrand w ,447 w hildebrand,big bob's burgers,big bobs burgers,hildebrand,w hildebrand,2,1
749,2019-01-25,Kacie Patrick,4,"['29', '30', '31', '36']",78204,1111,"['American (Traditional)', 'Breakfast & Brunch', 'Salad']",['delivery'],9368.944081287127,686.0,-98.492389,29.412390999999996,Liberty Bar,27,C,88,4.0,$$,liberty bar,Liberty Bar,1111 alamo st s ,1111 s alamo st,liberty bar,liberty bar,alamo,s alamo,2,0
750,2019-07-19,Bamba Njie,1,['43'],78210,1036,['Mexican'],[],9332.859154072521,55.0,-98.49130249023442,29.4129199981689,Casa Azul de Andrea,27,C,99,4.0,$$,casa azul de andrea,Casa Azul de Andrea,1036 alamo st s ,1036 s alamo,cas azul  andrea,cas azul  andrea,alamo,s alamo,2,0
751,2019-07-18,Lauren Schumacher,12,"['2', '10', '14', '29', '35', '36', '36', '39', '39', '39', '41', '45']",78205,245,"['Mexican', 'Tex-Mex']",['delivery'],8090.7924081210795,1243.0,-98.49009222394258,29.4248233147245,Rita's on the River,22,C,84,2.5,$$,rita's on the river,Rita's on the River,245 commerce st e ,245 e commerce st,rita's   river,ritas   river,commerce,e commerce,2,1
752,2019-03-14,Deborah Liu,3,"['10', '18', '39']",78240,9980,"['Burgers', 'Beer, Wine & Spirits', 'Salad']",['delivery'],6452.361047461526,165.0,-98.56479370000001,29.532442200000002,Chester's Hamburgers,6,A,93,3.5,$,chesters hamburgers,Chester's Hamburgers,9980 ih 10 w ,9980 i h -10 w,chesters hamburgers,chesters hamburgers,ih 10,i h -10,2,0
753,2019-03-12,Cicily Martinez,3,"['2', '28', '30']",78212,1017,"['Yoga', 'Gluten-Free', 'Breakfast & Brunch']",['delivery'],6708.979656191175,421.0,-98.5005084425211,29.4353283879293,5 Points Local,35,D,93,4.5,$$,5 points local,5 Points Local,1017 flores st n ,1017 n flores st,5 points local,5 points local,flores,n flores,2,0
754,2019-03-14,Mario Cavazos,4,"['2', '3', '46', '47']",78207,1422,['Mexican'],['delivery'],7563.443816779134,33.0,-98.510632,29.4265255,Cafe Don Juan,28,D,98,4.5,$,cafe don juan,Cafe Don Juan,1422 commerce st w ,1422 w commerce st,cafe d juan,cafe d juan,commerce,w commerce,2,0
755,2019-03-11,Nathan Balfour,2,"['3', '10']",78249,12844,"['Mexican', 'Cocktail Bars']","['pickup', 'delivery']",11110.877873298987,159.0,-98.5934776261566,29.5669017289217,Matamoros Restaurante Y Cantina,3,A,94,3.5,$$,matamoros restaurant y cantina,Matamoros Restaurante Y Cantina,12844 ih 10 w ,12844 w ih 10,matamoros restaurant y cantina,matamoros restaurante y cantina,ih 10,w ih 10,2,1
756,2019-03-08,Sumner Bumgardner,2,"['18', '31']",78205,419,['Mexican'],['delivery'],7689.027897845343,279.0,-98.49157,29.42799,The Original Blanco Cafe,19,C,98,4.0,$$,the original blanco cafe,The Original Blanco Cafe,419 st marys n ,419 n st marys st, original blanco cafe, original blanco cafe,st marys,n marys,2,0
757,2019-03-11,Nathan Balfour,2,"['3', '10']",78249,12844,"['Mexican', 'Cocktail Bars']","['delivery', 'pickup']",11110.877873298987,159.0,-98.5934776261566,29.5669017289217,Matamoros Restaurante Y Cantina,3,A,94,3.5,$$,matamoros restaurant y cantina,Matamoros Restaurante Y Cantina,12844 ih 10 w ,12844 w ih 10,matamoros restaurant y cantina,matamoros restaurante y cantina,ih 10,w ih 10,2,1
758,2019-07-18,Mario Cavazos,8,"['2', '9', '18', '22', '29', '41', '45', '47']",78207,1225,['Mexican'],['delivery'],8872.280521275763,5.0,-98.5287399291992,29.4156303405762,Martinez Cafe,28,D,84,3.5,$,martinez cafe,Martinez Cafe,1225 zarzamora st s ,1225 s zarzamora st,martinez cafe,martinez cafe,zarzamora,s zarzamora,2,0
759,2019-11-04,Bamba Njie,4,"['18', '19', '42', '47']",78205,155,"['Lounges', 'Burgers', 'American (Traditional)']","['pickup', 'restaurant_reservation']",8054.697723522756,2509.0,-98.49176837546308,29.424733415479196,The Esquire Tavern,27,C,92,4.0,$$,esquire tavern,The Esquire Tavern,155 commerce st e ,155 e commerce st,esquire tavern, esquire tavern,commerce,e commerce,2,1
760,2019-03-13,Lauren Schumacher,7,"['18', '31', '36', '39', '39', '39', '39']",78205,849,"['American (New)', 'Bars', 'Vegetarian']","['delivery', 'pickup']",8406.487040615479,539.0,-98.48506400000001,29.423284000000002,Yard House,22,C,93,4.0,$$,yard house,Yard House,849 commerce st e ,849 e commerce st,yard house,yard house,commerce,e commerce,2,0
761,2019-09-16,Diana Garcia,8,"['22', '28', '30', '37', '38', '39', '43', '45']",78216,126,"['Vietnamese', 'Chinese', 'Thai']","['pickup', 'delivery']",3086.8550834340544,241.0,-98.4951223588608,29.5165528142899,Pho Thien An,11,B,91,4.0,$,pho thein an,Pho Thien An,126 rector dr w ,126 w rector st,pho the an,pho thien an,rector,w rector,2,2
762,2019-09-16,Diana Garcia,8,"['22', '28', '30', '37', '38', '39', '43', '45']",78216,126,"['Vietnamese', 'Chinese', 'Thai']","['delivery', 'pickup']",3086.8550834340544,241.0,-98.4951223588608,29.5165528142899,Pho Thien An,11,B,91,4.0,$,pho thein an,Pho Thien An,126 rector dr w ,126 w rector st,pho the an,pho thien an,rector,w rector,2,2
763,2019-03-13,Lauren Schumacher,7,"['18', '31', '36', '39', '39', '39', '39']",78205,849,"['American (New)', 'Bars', 'Vegetarian']","['pickup', 'delivery']",8406.487040615479,539.0,-98.48506400000001,29.423284000000002,Yard House,22,C,93,4.0,$$,yard house,Yard House,849 commerce st e ,849 e commerce st,yard house,yard house,commerce,e commerce,2,0
764,2019-12-05 00:00:00,Mario Cavazos,4,"['2', '3', '9', '10']",78207,3431,['Mexican'],['delivery'],7543.547226909937,5.0,-98.535907,29.429232,Taqueria Atotonilco,28,D,97,3.5,$,taqueria atotonilco,Taqueria Atotonilco,3431 commerce st w ,3431 w commerce st,taqueri atotonilco,taqueri atotonilco,commerce,w commerce,2,0
765,2019-09-16,Bamba Njie,7,"['9', '19', '29', '31', '34', '35', '43']",78204,1414,"['Pizza', 'American (New)', 'Tapas/Small Plates']","['delivery', 'pickup']",9571.434425232646,665.0,-98.495517,29.409946,Stella Public House,27,C,87,4.0,$$,stella public house,Stella Public House,1414 alamo st s ,1414 s alamo st,stell public house,stell public house,alamo,s alamo,2,0
766,2019-07-11,Sumner Bumgardner,3,"['29', '30', '31']",78205,229,"['Lounges', 'Cocktail Bars']",[],7896.507845837397,57.0,-98.49013000000001,29.42662,Jet-Setter,19,C,96,4.5,$$,jet-setter sa,Jet-Setter,229 houston st e ,229 e houston st,jet-setter sa,jetsetter,houston,e houston,2,4
767,2019-07-11,Cicily Martinez,2,"['10', '28']",78212,1017,"['Yoga', 'Gluten-Free', 'Breakfast & Brunch']",['delivery'],6708.979656191175,421.0,-98.5005084425211,29.4353283879293,5 Points Local,35,D,95,4.5,$$,5 points local,5 Points Local,1017 flores st n ,1017 n flores st,5 points local,5 points local,flores,n flores,2,0
768,2019-11-01,Kassandra Aguilar,8,"['10', '28', '31', '42', '42', '42', '43', '43']",78210,915,"['Soul Food', 'Music Venues', 'Breakfast & Brunch']","['pickup', 'delivery']",10204.152841151908,235.0,-98.473539,29.40985,Tony G's Soul Food,20,C,91,4.0,$$,tony g's soul food,Tony G's Soul Food,915 hackberry st s ,915 s hackberry,tony g's soul food,tony gs soul food,hackberry,s hackberry,2,1
769,2019-03-11,Bamba Njie,8,"['2', '3', '9', '22', '31', '32', '37', '45']",78204,910,['Barbeque'],['delivery'],10982.19776396559,16.0,-98.495604,29.397059999999996,Bill Miller Bar-B-Q,27,C,89,3.0,$,bill miller bbq #53,Bill Miller Bar-B-Q,910 probandt st ,910 e probandt,bill miller bbq #53,bill miller barbq,probandt,e probandt,2,6
770,2019-07-19,Bamba Njie,6,"['15', '31', '32', '34', '35', '35']",78205,155,"['Lounges', 'Burgers', 'American (Traditional)']","['restaurant_reservation', 'pickup']",8054.697723522756,2509.0,-98.49176837546308,29.424733415479196,The Esquire Tavern,27,C,91,4.0,$$,esquire tavern,The Esquire Tavern,155 commerce st e ,155 e commerce st,esquire tavern, esquire tavern,commerce,e commerce,2,1
771,2019-07-19,Bamba Njie,6,"['15', '31', '32', '34', '35', '35']",78205,155,"['Lounges', 'Burgers', 'American (Traditional)']","['pickup', 'restaurant_reservation']",8054.697723522756,2509.0,-98.49176837546308,29.424733415479196,The Esquire Tavern,27,C,91,4.0,$$,esquire tavern,The Esquire Tavern,155 commerce st e ,155 e commerce st,esquire tavern, esquire tavern,commerce,e commerce,2,1
772,2019-03-11,Lauren Schumacher,7,"['10', '28', '31', '35', '37', '39', '39']",78205,301,"['Mexican', 'Soup', 'Burgers']",['delivery'],8484.805940929997,222.0,-98.48815,29.42162,Guadalajara Grill,22,C,90,3.0,$$,guadalajara grill #,Guadalajara Grill,301 alamo st s ,301 s alamo st,guadalajar grill #,guadalajar grill,alamo,s alamo,2,2
773,2019-09-17,Jacob Johanson,2,"['22', '46']",78212,5249,['Asian Fusion'],"['pickup', 'delivery']",2718.3694685795344,76.0,-98.49270899999999,29.478914000000003,Ming's Thing,18,B,99,4.5,$,ming's thing,Ming's Thing,5249 mc cullough av ,5249 mccullough ave,ming's thing,mings thing,mc cullough,mcculloughe,2,1
774,2019-03-11,Lauren Schumacher,7,"['9', '10', '31', '35', '39', '39', '39']",78205,200,['Hotels'],[],8416.892483682854,251.0,-98.4879118,29.4223437,Hilton Palacio del Rio,22,C,90,3.5,$$$,hilton palacio del rio,Hilton Palacio del Rio,200 alamo st s ,200 s alamo st,hilt palacio d rio,hilt palacio d rio,alamo,s alamo,2,0
775,2019-07-19,Cicily Martinez,1,['45'],78201,1537,['Burgers'],[],3947.320424939193,118.0,-98.52042,29.45935,Danny Boy's Hamburgers,35,D,99,5.0,$,danny boy's hamburgers,Danny Boy's Hamburgers,1537 summit av w ,1537 w summit ave,danny boy's hamburgers,danny boys hamburgers,summit,wummite,2,1
776,2019-09-17,Jacob Johanson,2,"['22', '46']",78212,5249,['Asian Fusion'],"['delivery', 'pickup']",2718.3694685795344,76.0,-98.49270899999999,29.478914000000003,Ming's Thing,18,B,99,4.5,$,ming's thing,Ming's Thing,5249 mc cullough av ,5249 mccullough ave,ming's thing,mings thing,mc cullough,mcculloughe,2,1
777,2019-11-01,Sumner Bumgardner,0,[],78212,1706,"['Breakfast & Brunch', 'Mexican', 'Cafes']","['delivery', 'pickup']",5889.359796510958,74.0,-98.491571,29.445335999999998,Regio Cafe,19,C,100,4.0,$,regio cafe inc,Regio Cafe,1706 mc cullough av ,1706 mccullough ave,regio cafe inc,regio cafe,mc cullough,mcculloughe,2,4
778,2019-03-05,Lauren Schumacher,11,"['10', '29', '31', '37', '39', '39', '39', '40', '42', '45', '45']",78205,849,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",[],8361.851382278503,35.0,-98.48580799999999,29.423479999999998,IHOP,22,C,88,3.0,$,hooters,IHOP,849 commerce st e ,849 e commerce st,hooters,ihop,commerce,e commerce,2,6
779,2019-03-05,Bamba Njie,10,"['2', '3', '9', '22', '28', '29', '33', '41', '43', '43']",78205,146,"['Mexican', 'Bars']",['pickup'],7885.6131684019165,1168.0,-98.49200429952509,29.4262558669313,Acenar Mexican Restaurant,27,C,87,3.5,$$,acenar restaurant,Acenar Mexican Restaurant,146 houston st e ,146 e houston st,acenar restaurant,acenar mexic restaurant,houston,e houston,2,6
780,2019-11-13 00:00:00,Lauren Schumacher,2,"['18', '35']",78205,849,"['Sandwiches', 'Fast Food', 'Salad']","['delivery', 'pickup']",8317.305745617541,41.0,-98.486799,29.423606,Potbelly Sandwich Shop,22,C,96,3.5,$,potbelly sandwich,Potbelly Sandwich Shop,849 commerce st e ,849 e commerce st,potbelly sandwich,potbelly sandwich shop,commerce,e commerce,2,5
781,2019-03-05,Kathleen Prenzler,15,"['1', '2', '3', '19', '21', '26', '26', '26', '27', '30', '34', '34', '35', '42', '45']",78217,3033,['Mexican'],['delivery'],8095.608869134434,35.0,-98.43966400000001,29.5267615,Caracheo's Mexican Restaurant,16,B,80,4.5,$,caracheos mexican restaurant,Caracheo's Mexican Restaurant,3033 macarthur view ,3033 e macarthur view rd,caracheos mexic restaurant,caracheos mexic restaurant,macarthur view,e macarthur view,2,0
782,2019-07-29,RYAN DAVIS,0,[],78213,11423,"['Mexican', 'Breakfast & Brunch']",['delivery'],5545.441488692502,157.0,-98.511531,29.544247,Ruthie's Mexican Restaurant,9,A,100,3.5,$,ruthies mexican restaurant,Ruthie's Mexican Restaurant,11423 west av ,11423 w ave,ruthies mexic restaurant,ruthies mexic restaurant,west,we,2,0
783,2019-03-05,Lauren Schumacher,11,"['10', '29', '31', '37', '39', '39', '39', '40', '42', '45', '45']",78205,849,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']",['delivery'],8364.524097119129,145.0,-98.48496899999999,29.423715,Hooters,22,C,88,2.5,$$,hooters,Hooters,849 commerce st e ,849 e commerce st,hooters,hooters,commerce,e commerce,2,0
784,2019-03-05,Lauren Schumacher,11,"['10', '29', '31', '37', '39', '39', '39', '40', '42', '45', '45']",78205,849,"['Tex-Mex', 'Bars', 'American (Traditional)']",['delivery'],8353.333157407156,100.0,-98.484966,29.423823,Chili's,22,C,88,2.0,$$,hooters,Chili's,849 commerce st e ,849 e commerce st,hooters,chilis,commerce,e commerce,2,6
785,2019-03-18,Kassandra Aguilar,11,"['10', '18', '18', '21', '21', '22', '42', '43', '44', '45', '47']",78202,1701,"['Sandwiches', 'Delis', 'Barbeque']","['pickup', 'delivery']",8739.650082550725,339.0,-98.47154,29.42527,Dignowity Meats On Houston Street,20,C,88,4.0,$$,dignowity meats on houston st.,Dignowity Meats On Houston Street,1701 houston st e ,1701 e houston st,dignowity meats  houst st.,dignowity meats  houst street,houston,e houston,2,4
786,2019-03-18,Kassandra Aguilar,11,"['10', '18', '18', '21', '21', '22', '42', '43', '44', '45', '47']",78202,1701,"['Sandwiches', 'Delis', 'Barbeque']","['delivery', 'pickup']",8739.650082550725,339.0,-98.47154,29.42527,Dignowity Meats On Houston Street,20,C,88,4.0,$$,dignowity meats on houston st.,Dignowity Meats On Houston Street,1701 houston st e ,1701 e houston st,dignowity meats  houst st.,dignowity meats  houst street,houston,e houston,2,4
787,2019-07-11,Cicily Martinez,3,"['18', '32', '36']",78212,607,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']","['pickup', 'delivery']",5021.570102617962,146.0,-98.49956999999999,29.451179999999997,Scratch Kitchen,35,D,94,4.5,$$,scratch kitchen,Scratch Kitchen,607 russell pl w ,607 w russell pl,scratch kitchen,scratch kitchen,russell pl,w russell pl,2,0
